torch.compile disabled in this fork runtime path.
Using PyTorch SDPA attention backend.
GPU: NVIDIA GeForce RTX 4060 Ti
GPU VRAM: 16.0 GB
GPU CC: 8.9
GPU profile: ada-10-15gb
Consumer matrix support: yes
TF32: enabled
AMP dtype: torch.bfloat16
Vocab size: 8,192
Dataset: fineweb-edu
Muon compute dtype: torch.bfloat16 (matching AMP dtype)
Using cached autotune candidate: batch_size=8, checkpointing=on.
Attention backend: sdpa
torch.compile: disabled
Trying train candidate: batch_size=8, activation_checkpointing=enabled
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 256, 'window_pattern': 'SSSL', 'attention_backend': 'sdpa', 'use_activation_checkpointing': True, 'compute_dtype': torch.bfloat16, 'num_experts': 4, 'top_k_experts': 2, 'num_shared_experts': 1, 'expert_dim': 0, 'mhc_expansion': 2}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 5,255,476
  scalars                 : 8
  moe_router              : 4,096
  moe_experts             : 2,097,152
  moe_shared              : 2,097,152
  total                   : 13,644,092
Estimated FLOPs per token: 5.984441e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 3000s
Gradient accumulation steps: 32

step 00000 (0.0%) | loss: 15.564512 | lrm: 1.00 | dt: 5973ms | tok/sec: 87,781 | mfu: 5.9% | epoch: 1 | remaining: 3000s    
step 00001 (0.0%) | loss: 15.564681 | lrm: 1.00 | dt: 5677ms | tok/sec: 92,351 | mfu: 6.3% | epoch: 1 | remaining: 3000s    
step 00002 (0.0%) | loss: 15.589953 | lrm: 1.00 | dt: 5800ms | tok/sec: 90,399 | mfu: 6.1% | epoch: 1 | remaining: 3000s    
step 00003 (0.0%) | loss: 15.195741 | lrm: 1.00 | dt: 5928ms | tok/sec: 88,436 | mfu: 6.0% | epoch: 1 | remaining: 3000s    
step 00004 (0.0%) | loss: 14.593418 | lrm: 1.00 | dt: 6037ms | tok/sec: 86,845 | mfu: 5.9% | epoch: 1 | remaining: 3000s    
step 00005 (0.0%) | loss: 13.832239 | lrm: 1.00 | dt: 6057ms | tok/sec: 86,561 | mfu: 5.9% | epoch: 1 | remaining: 3000s    
step 00006 (0.0%) | loss: 12.967300 | lrm: 1.00 | dt: 6151ms | tok/sec: 85,234 | mfu: 5.8% | epoch: 1 | remaining: 3000s    
step 00007 (0.0%) | loss: 12.741461 | lrm: 1.00 | dt: 6147ms | tok/sec: 85,285 | mfu: 5.8% | epoch: 1 | remaining: 3000s    
step 00008 (0.0%) | loss: 12.479944 | lrm: 1.00 | dt: 6151ms | tok/sec: 85,241 | mfu: 5.8% | epoch: 1 | remaining: 3000s    
step 00009 (0.0%) | loss: 12.230542 | lrm: 1.00 | dt: 6112ms | tok/sec: 85,779 | mfu: 5.8% | epoch: 1 | remaining: 3000s    
step 00010 (0.0%) | loss: 11.988004 | lrm: 1.00 | dt: 6137ms | tok/sec: 85,432 | mfu: 5.8% | epoch: 1 | remaining: 3000s    
step 00011 (0.0%) | loss: 11.764614 | lrm: 1.00 | dt: 6109ms | tok/sec: 85,816 | mfu: 5.8% | epoch: 1 | remaining: 2994s    
step 00012 (0.2%) | loss: 11.984340 | lrm: 1.00 | dt: 6123ms | tok/sec: 85,625 | mfu: 5.8% | epoch: 1 | remaining: 2988s    
step 00013 (0.4%) | loss: 12.135937 | lrm: 1.00 | dt: 6106ms | tok/sec: 85,865 | mfu: 5.8% | epoch: 1 | remaining: 2982s    
step 00014 (0.6%) | loss: 12.240814 | lrm: 1.00 | dt: 6116ms | tok/sec: 85,727 | mfu: 5.8% | epoch: 1 | remaining: 2976s    
step 00015 (0.8%) | loss: 12.279143 | lrm: 1.00 | dt: 6122ms | tok/sec: 85,635 | mfu: 5.8% | epoch: 1 | remaining: 2969s    
step 00016 (1.0%) | loss: 12.038953 | lrm: 1.00 | dt: 6103ms | tok/sec: 85,905 | mfu: 5.8% | epoch: 1 | remaining: 2963s    
step 00017 (1.2%) | loss: 11.825674 | lrm: 1.00 | dt: 6152ms | tok/sec: 85,222 | mfu: 5.8% | epoch: 1 | remaining: 2957s    
step 00018 (1.4%) | loss: 11.657960 | lrm: 1.00 | dt: 6148ms | tok/sec: 85,273 | mfu: 5.8% | epoch: 1 | remaining: 2951s    
step 00019 (1.6%) | loss: 11.432964 | lrm: 1.00 | dt: 6178ms | tok/sec: 84,862 | mfu: 5.7% | epoch: 1 | remaining: 2945s    
step 00020 (1.8%) | loss: 11.229795 | lrm: 1.00 | dt: 6141ms | tok/sec: 85,375 | mfu: 5.8% | epoch: 1 | remaining: 2939s    
step 00021 (2.0%) | loss: 11.048047 | lrm: 1.00 | dt: 6167ms | tok/sec: 85,019 | mfu: 5.8% | epoch: 1 | remaining: 2933s    
step 00022 (2.2%) | loss: 10.869459 | lrm: 1.00 | dt: 6183ms | tok/sec: 84,794 | mfu: 5.7% | epoch: 1 | remaining: 2926s    
step 00023 (2.5%) | loss: 10.698087 | lrm: 1.00 | dt: 6184ms | tok/sec: 84,779 | mfu: 5.7% | epoch: 1 | remaining: 2920s    
step 00024 (2.7%) | loss: 10.517140 | lrm: 1.00 | dt: 6190ms | tok/sec: 84,705 | mfu: 5.7% | epoch: 1 | remaining: 2914s    
step 00025 (2.9%) | loss: 10.303764 | lrm: 1.00 | dt: 6163ms | tok/sec: 85,068 | mfu: 5.8% | epoch: 1 | remaining: 2908s    
step 00026 (3.1%) | loss: 9.971612 | lrm: 1.00 | dt: 6166ms | tok/sec: 85,026 | mfu: 5.8% | epoch: 1 | remaining: 2902s    
step 00027 (3.3%) | loss: 9.547249 | lrm: 1.00 | dt: 6368ms | tok/sec: 82,334 | mfu: 5.6% | epoch: 1 | remaining: 2895s    
step 00028 (3.5%) | loss: 9.155822 | lrm: 1.00 | dt: 6185ms | tok/sec: 84,769 | mfu: 5.7% | epoch: 1 | remaining: 2889s    
step 00029 (3.7%) | loss: 8.806848 | lrm: 1.00 | dt: 6168ms | tok/sec: 85,004 | mfu: 5.8% | epoch: 1 | remaining: 2883s    
step 00030 (3.9%) | loss: 8.501567 | lrm: 1.00 | dt: 6131ms | tok/sec: 85,517 | mfu: 5.8% | epoch: 1 | remaining: 2877s    
step 00031 (4.1%) | loss: 8.227601 | lrm: 1.00 | dt: 6193ms | tok/sec: 84,664 | mfu: 5.7% | epoch: 1 | remaining: 2871s    
step 00072 (12.5%) | loss: 5.435377 | lrm: 1.00 | dt: 6205ms | tok/sec: 84,500 | mfu: 5.7% | epoch: 1 | remaining: 2617s    
step 00073 (12.8%) | loss: 5.385164 | lrm: 1.00 | dt: 6168ms | tok/sec: 85,001 | mfu: 5.8% | epoch: 1 | remaining: 2611s    
step 00074 (13.0%) | loss: 5.347108 | lrm: 1.00 | dt: 6175ms | tok/sec: 84,906 | mfu: 5.7% | epoch: 1 | remaining: 2605s    
step 00075 (13.2%) | loss: 5.312022 | lrm: 1.00 | dt: 6176ms | tok/sec: 84,890 | mfu: 5.7% | epoch: 1 | remaining: 2599s    
step 00076 (13.4%) | loss: 5.278424 | lrm: 1.00 | dt: 6175ms | tok/sec: 84,909 | mfu: 5.7% | epoch: 1 | remaining: 2593s    
step 00077 (13.6%) | loss: 5.234207 | lrm: 1.00 | dt: 6167ms | tok/sec: 85,017 | mfu: 5.8% | epoch: 1 | remaining: 2587s    
step 00078 (13.8%) | loss: 5.197364 | lrm: 1.00 | dt: 6175ms | tok/sec: 84,900 | mfu: 5.7% | epoch: 1 | remaining: 2580s    
step 00079 (14.0%) | loss: 5.169837 | lrm: 1.00 | dt: 6173ms | tok/sec: 84,929 | mfu: 5.7% | epoch: 1 | remaining: 2574s    
step 00080 (14.2%) | loss: 5.139861 | lrm: 1.00 | dt: 6160ms | tok/sec: 85,112 | mfu: 5.8% | epoch: 1 | remaining: 2568s    
step 00081 (14.4%) | loss: 5.110917 | lrm: 1.00 | dt: 6172ms | tok/sec: 84,949 | mfu: 5.8% | epoch: 1 | remaining: 2562s    
step 00082 (14.6%) | loss: 5.093135 | lrm: 1.00 | dt: 6170ms | tok/sec: 84,972 | mfu: 5.8% | epoch: 1 | remaining: 2556s    
step 00083 (14.8%) | loss: 5.062496 | lrm: 1.00 | dt: 6176ms | tok/sec: 84,897 | mfu: 5.7% | epoch: 1 | remaining: 2550s    
step 00084 (15.0%) | loss: 5.026508 | lrm: 1.00 | dt: 6178ms | tok/sec: 84,868 | mfu: 5.7% | epoch: 1 | remaining: 2543s    
step 00085 (15.2%) | loss: 4.996147 | lrm: 1.00 | dt: 6168ms | tok/sec: 85,007 | mfu: 5.8% | epoch: 1 | remaining: 2537s    
step 00086 (15.4%) | loss: 4.982976 | lrm: 1.00 | dt: 6178ms | tok/sec: 84,869 | mfu: 5.7% | epoch: 1 | remaining: 2531s    
step 00087 (15.6%) | loss: 4.958782 | lrm: 1.00 | dt: 6167ms | tok/sec: 85,021 | mfu: 5.8% | epoch: 1 | remaining: 2525s    
step 00088 (15.8%) | loss: 4.953249 | lrm: 1.00 | dt: 6392ms | tok/sec: 82,017 | mfu: 5.6% | epoch: 1 | remaining: 2518s    
step 00089 (16.1%) | loss: 4.941065 | lrm: 1.00 | dt: 6173ms | tok/sec: 84,929 | mfu: 5.7% | epoch: 1 | remaining: 2512s    
step 00090 (16.3%) | loss: 4.929466 | lrm: 1.00 | dt: 6191ms | tok/sec: 84,687 | mfu: 5.7% | epoch: 1 | remaining: 2506s    
step 00091 (16.5%) | loss: 4.914306 | lrm: 1.00 | dt: 6162ms | tok/sec: 85,079 | mfu: 5.8% | epoch: 1 | remaining: 2500s    
step 00092 (16.7%) | loss: 4.897206 | lrm: 1.00 | dt: 6175ms | tok/sec: 84,911 | mfu: 5.7% | epoch: 1 | remaining: 2494s    
step 00093 (16.9%) | loss: 4.880538 | lrm: 1.00 | dt: 6184ms | tok/sec: 84,782 | mfu: 5.7% | epoch: 1 | remaining: 2488s    
step 00094 (17.1%) | loss: 4.863241 | lrm: 1.00 | dt: 6177ms | tok/sec: 84,870 | mfu: 5.7% | epoch: 1 | remaining: 2481s    
step 00095 (17.3%) | loss: 4.841455 | lrm: 1.00 | dt: 6171ms | tok/sec: 84,954 | mfu: 5.8% | epoch: 1 | remaining: 2475s    
step 00096 (17.5%) | loss: 4.830084 | lrm: 1.00 | dt: 6164ms | tok/sec: 85,060 | mfu: 5.8% | epoch: 1 | remaining: 2469s    
step 00097 (17.7%) | loss: 4.808101 | lrm: 1.00 | dt: 6164ms | tok/sec: 85,062 | mfu: 5.8% | epoch: 1 | remaining: 2463s    
step 00098 (17.9%) | loss: 4.790328 | lrm: 1.00 | dt: 6175ms | tok/sec: 84,902 | mfu: 5.7% | epoch: 1 | remaining: 2457s    
step 00099 (18.1%) | loss: 4.789022 | lrm: 1.00 | dt: 6184ms | tok/sec: 84,784 | mfu: 5.7% | epoch: 1 | remaining: 2451s    
step 00100 (18.3%) | loss: 4.762192 | lrm: 1.00 | dt: 6162ms | tok/sec: 85,082 | mfu: 5.8% | epoch: 1 | remaining: 2444s    
step 00101 (18.5%) | loss: 4.742841 | lrm: 1.00 | dt: 6163ms | tok/sec: 85,068 | mfu: 5.8% | epoch: 1 | remaining: 2438s    
step 00102 (18.7%) | loss: 4.719855 | lrm: 1.00 | dt: 6177ms | tok/sec: 84,873 | mfu: 5.7% | epoch: 1 | remaining: 2432s    
step 00103 (18.9%) | loss: 4.696618 | lrm: 1.00 | dt: 6162ms | tok/sec: 85,086 | mfu: 5.8% | epoch: 1 | remaining: 2426s    
step 00104 (19.1%) | loss: 4.673280 | lrm: 1.00 | dt: 6168ms | tok/sec: 85,002 | mfu: 5.8% | epoch: 1 | remaining: 2420s    
step 00105 (19.3%) | loss: 4.654444 | lrm: 1.00 | dt: 6163ms | tok/sec: 85,065 | mfu: 5.8% | epoch: 1 | remaining: 2414s    
step 00106 (19.5%) | loss: 4.629891 | lrm: 1.00 | dt: 6176ms | tok/sec: 84,895 | mfu: 5.7% | epoch: 1 | remaining: 2407s    
step 00107 (19.8%) | loss: 4.628110 | lrm: 1.00 | dt: 6167ms | tok/sec: 85,013 | mfu: 5.8% | epoch: 1 | remaining: 2401s    
step 00108 (20.0%) | loss: 4.621808 | lrm: 1.00 | dt: 6160ms | tok/sec: 85,114 | mfu: 5.8% | epoch: 1 | remaining: 2395s    
step 00109 (20.2%) | loss: 4.610896 | lrm: 1.00 | dt: 6165ms | tok/sec: 85,042 | mfu: 5.8% | epoch: 1 | remaining: 2389s    
step 00110 (20.4%) | loss: 4.599746 | lrm: 1.00 | dt: 6165ms | tok/sec: 85,035 | mfu: 5.8% | epoch: 1 | remaining: 2383s    
step 00111 (20.6%) | loss: 4.587766 | lrm: 0.99 | dt: 6169ms | tok/sec: 84,981 | mfu: 5.8% | epoch: 1 | remaining: 2377s    
step 00112 (20.8%) | loss: 4.559711 | lrm: 0.99 | dt: 6162ms | tok/sec: 85,082 | mfu: 5.8% | epoch: 1 | remaining: 2370s    
step 00113 (21.0%) | loss: 4.550366 | lrm: 0.99 | dt: 6155ms | tok/sec: 85,176 | mfu: 5.8% | epoch: 1 | remaining: 2364s    
step 00114 (21.2%) | loss: 4.525344 | lrm: 0.99 | dt: 6168ms | tok/sec: 84,999 | mfu: 5.8% | epoch: 1 | remaining: 2358s    
step 00115 (21.4%) | loss: 4.507463 | lrm: 0.98 | dt: 6172ms | tok/sec: 84,947 | mfu: 5.8% | epoch: 1 | remaining: 2352s    
step 00116 (21.6%) | loss: 4.502964 | lrm: 0.98 | dt: 6164ms | tok/sec: 85,050 | mfu: 5.8% | epoch: 1 | remaining: 2346s    
step 00117 (21.8%) | loss: 4.499163 | lrm: 0.98 | dt: 6181ms | tok/sec: 84,822 | mfu: 5.7% | epoch: 1 | remaining: 2340s    
step 00118 (22.0%) | loss: 4.505154 | lrm: 0.97 | dt: 6183ms | tok/sec: 84,801 | mfu: 5.7% | epoch: 1 | remaining: 2333s    
step 00119 (22.2%) | loss: 4.497784 | lrm: 0.97 | dt: 6365ms | tok/sec: 82,372 | mfu: 5.6% | epoch: 1 | remaining: 2327s    
step 00120 (22.4%) | loss: 4.483471 | lrm: 0.97 | dt: 6173ms | tok/sec: 84,931 | mfu: 5.7% | epoch: 1 | remaining: 2321s    
step 00121 (22.6%) | loss: 4.458474 | lrm: 0.97 | dt: 6181ms | tok/sec: 84,815 | mfu: 5.7% | epoch: 1 | remaining: 2315s    
step 00122 (22.8%) | loss: 4.453489 | lrm: 0.96 | dt: 6173ms | tok/sec: 84,937 | mfu: 5.8% | epoch: 1 | remaining: 2308s    
step 00123 (23.1%) | loss: 4.450969 | lrm: 0.96 | dt: 6164ms | tok/sec: 85,055 | mfu: 5.8% | epoch: 1 | remaining: 2302s    
step 00124 (23.3%) | loss: 4.443429 | lrm: 0.96 | dt: 6170ms | tok/sec: 84,972 | mfu: 5.8% | epoch: 1 | remaining: 2296s    
